date,Region,confirmed,last_day,1_day_change,3_day_change,7_day_change,14_day_change,Population,Infection_rate
2020-01-22,USA_Alabama,0,0,0,0,0,0,4788653,0.0
2020-01-23,USA_Alabama,0,0,0,0,0,0,4788653,0.0
2020-01-24,USA_Alabama,0,0,0,0,0,0,4788653,0.0
2020-01-25,USA_Alabama,0,0,0,0,0,0,4788653,0.0
2020-01-26,USA_Alabama,0,0,0,0,0,0,4788653,0.0
2020-01-27,USA_Alabama,0,0,0,0,0,0,4788653,0.0
2020-01-28,USA_Alabama,0,0,0,0,0,0,4788653,0.0
2020-01-29,USA_Alabama,0,0,0,0,0,0,4788653,0.0
2020-01-30,USA_Alabama,0,0,0,0,0,0,4788653,0.0
2020-01-31,USA_Alabama,0,0,0,0,0,0,4788653,0.0
2020-02-01,USA_Alabama,0,0,0,0,0,0,4788653,0.0
2020-02-02,USA_Alabama,0,0,0,0,0,0,4788653,0.0
2020-02-03,USA_Alabama,0,0,0,0,0,0,4788653,0.0
2020-02-04,USA_Alabama,0,0,0,0,0,0,4788653,0.0
2020-02-05,USA_Alabama,0,0,0,0,0,0,4788653,0.0
2020-02-06,USA_Alabama,0,0,0,0,0,0,4788653,0.0
2020-02-07,USA_Alabama,0,0,0,0,0,0,4788653,0.0
2020-02-08,USA_Alabama,0,0,0,0,0,0,4788653,0.0
2020-02-09,USA_Alabama,0,0,0,0,0,0,4788653,0.0
2020-02-10,USA_Alabama,0,0,0,0,0,0,4788653,0.0
2020-02-11,USA_Alabama,0,0,0,0,0,0,4788653,0.0
2020-02-12,USA_Alabama,0,0,0,0,0,0,4788653,0.0
2020-02-13,USA_Alabama,0,0,0,0,0,0,4788653,0.0
2020-02-14,USA_Alabama,0,0,0,0,0,0,4788653,0.0
2020-02-15,USA_Alabama,0,0,0,0,0,0,4788653,0.0
2020-02-16,USA_Alabama,0,0,0,0,0,0,4788653,0.0
2020-02-17,USA_Alabama,0,0,0,0,0,0,4788653,0.0
2020-02-18,USA_Alabama,0,0,0,0,0,0,4788653,0.0
2020-02-19,USA_Alabama,0,0,0,0,0,0,4788653,0.0
2020-02-20,USA_Alabama,0,0,0,0,0,0,4788653,0.0
2020-02-21,USA_Alabama,0,0,0,0,0,0,4788653,0.0
2020-02-22,USA_Alabama,0,0,0,0,0,0,4788653,0.0
2020-02-23,USA_Alabama,0,0,0,0,0,0,4788653,0.0
2020-02-24,USA_Alabama,0,0,0,0,0,0,4788653,0.0
2020-02-25,USA_Alabama,0,0,0,0,0,0,4788653,0.0
2020-02-26,USA_Alabama,0,0,0,0,0,0,4788653,0.0
2020-02-27,USA_Alabama,0,0,0,0,0,0,4788653,0.0
2020-02-28,USA_Alabama,0,0,0,0,0,0,4788653,0.0
2020-02-29,USA_Alabama,0,0,0,0,0,0,4788653,0.0
2020-03-01,USA_Alabama,0,0,0,0,0,0,4788653,0.0
2020-03-02,USA_Alabama,0,0,0,0,0,0,4788653,0.0
2020-03-03,USA_Alabama,0,0,0,0,0,0,4788653,0.0
2020-03-04,USA_Alabama,0,0,0,0,0,0,4788653,0.0
2020-03-05,USA_Alabama,0,0,0,0,0,0,4788653,0.0
2020-03-06,USA_Alabama,0,0,0,0,0,0,4788653,0.0
2020-03-07,USA_Alabama,0,0,0,0,0,0,4788653,0.0
2020-03-08,USA_Alabama,0,0,0,0,0,0,4788653,0.0
2020-03-09,USA_Alabama,0,0,0,0,0,0,4788653,0.0
2020-03-10,USA_Alabama,0,0,0,0,0,0,4788653,0.0
2020-03-11,USA_Alabama,0,0,0,0,0,0,4788653,0.0
2020-03-12,USA_Alabama,0,0,0,0,0,0,4788653,0.0
2020-03-13,USA_Alabama,5,0,0,0,0,0,4788653,0.10441349582022334
2020-03-14,USA_Alabama,2,5,5,5,5,5,4788653,0.04176539832808934
2020-03-15,USA_Alabama,4,2,-3,2,2,2,4788653,0.08353079665617869
2020-03-16,USA_Alabama,18,4,2,4,4,4,4788653,0.3758885849528041
2020-03-17,USA_Alabama,10,18,14,13,18,18,4788653,0.20882699164044669
2020-03-18,USA_Alabama,12,10,-8,8,10,10,4788653,0.250592389968536
2020-03-19,USA_Alabama,27,12,2,8,12,12,4788653,0.5638328774292061
2020-03-20,USA_Alabama,28,27,15,9,27,27,4788653,0.5847155765932508
2020-03-21,USA_Alabama,25,28,1,18,23,28,4788653,0.5220674791011167
2020-03-22,USA_Alabama,26,25,-3,13,23,25,4788653,0.5429501782651615
2020-03-23,USA_Alabama,39,26,1,-1,22,26,4788653,0.8144252673977421
2020-03-24,USA_Alabama,46,39,13,11,21,39,4788653,0.9606041615460548
2020-03-25,USA_Alabama,139,46,7,21,36,46,4788653,2.902695183802209
2020-03-26,USA_Alabama,136,139,93,113,127,139,4788653,2.840047086310075
2020-03-27,USA_Alabama,70,136,-3,97,109,136,4788653,1.4617889414831269
2020-03-28,USA_Alabama,107,70,-66,24,42,65,4788653,2.2344488105527796
2020-03-29,USA_Alabama,131,107,37,-32,82,105,4788653,2.7356335904898517
2020-03-30,USA_Alabama,74,131,24,-5,105,127,4788653,1.5453197381393056
2020-03-31,USA_Alabama,88,74,-57,4,35,56,4788653,1.837677526435931
2020-04-01,USA_Alabama,73,88,14,-19,42,78,4788653,1.5244370389752608
2020-04-02,USA_Alabama,173,73,-15,-58,-66,61,4788653,3.612706955379728
2020-04-03,USA_Alabama,262,173,100,99,37,146,4788653,5.471267180979703
2020-04-04,USA_Alabama,119,262,89,174,192,234,4788653,2.485041200521316
2020-04-05,USA_Alabama,151,119,-143,46,12,94,4788653,3.153287573770745
2020-04-06,USA_Alabama,187,151,32,-22,20,125,4788653,3.9050647436763533
2020-04-07,USA_Alabama,217,187,36,-75,113,148,4788653,4.531545718597693
2020-04-08,USA_Alabama,159,217,30,98,129,171,4788653,3.3203491670831022
2020-04-09,USA_Alabama,375,159,-58,8,86,20,4788653,7.831012186516751
2020-04-10,USA_Alabama,244,375,216,188,202,239,4788653,5.095378596026899
2020-04-11,USA_Alabama,270,244,-131,27,-18,174,4788653,5.638328774292061
2020-04-12,USA_Alabama,346,270,26,111,151,163,4788653,7.225413910759456
2020-04-13,USA_Alabama,171,346,76,-29,195,215,4788653,3.5709415570516385
2020-04-14,USA_Alabama,219,171,-175,-73,-16,97,4788653,4.573311116925782
2020-04-15,USA_Alabama,122,219,48,-51,2,131,4788653,2.5476892980134496
2020-04-16,USA_Alabama,270,122,-97,-224,-37,49,4788653,5.638328774292061
2020-04-17,USA_Alabama,226,270,148,99,-105,97,4788653,4.719490011074096
2020-04-18,USA_Alabama,141,226,-44,7,-18,-36,4788653,2.9444605821302985
2020-04-19,USA_Alabama,176,141,-85,19,-129,22,4788653,3.675355052871862
2020-04-20,USA_Alabama,191,176,35,-94,-170,25,4788653,3.9885955403325317
2020-04-21,USA_Alabama,238,191,15,-35,20,4,4788653,4.970082401042632
2020-04-22,USA_Alabama,276,238,47,97,19,21,4788653,5.763624969276329
2020-04-23,USA_Alabama,239,276,38,100,154,117,4788653,4.990965100206676
2020-04-24,USA_Alabama,194,239,-37,48,-31,-136,4788653,4.051243637824666
2020-04-25,USA_Alabama,0,194,-45,-44,-32,-50,4788653,0.0
2020-04-26,USA_Alabama,395,0,-194,-276,-141,-270,4788653,8.248666169797644
2020-04-27,USA_Alabama,118,395,395,156,219,49,4788653,2.464158501357271
2020-04-28,USA_Alabama,211,118,-277,-76,-73,-53,4788653,4.406249523613425
2020-04-29,USA_Alabama,162,211,93,211,-27,-8,4788653,3.3829972645752364
2020-04-30,USA_Alabama,176,162,-49,-233,-114,40,4788653,3.675355052871862
2020-05-01,USA_Alabama,206,176,14,58,-63,-94,4788653,4.301836027793202
2020-05-02,USA_Alabama,317,206,30,-5,12,-20,4788653,6.61981563500216
2020-05-03,USA_Alabama,277,317,111,155,317,176,4788653,5.784507668440373
2020-05-04,USA_Alabama,224,277,-40,101,-118,101,4788653,4.677724612746006
2020-05-05,USA_Alabama,325,224,-53,18,106,33,4788653,6.786877228314517
2020-05-06,USA_Alabama,254,325,101,8,114,87,4788653,5.304205587667346
2020-05-07,USA_Alabama,355,254,-71,-23,92,-22,4788653,7.413358203235858
2020-05-08,USA_Alabama,339,355,101,131,179,116,4788653,7.079235016611143
2020-05-09,USA_Alabama,283,339,-16,14,133,145,4788653,5.909803863424642
2020-05-10,USA_Alabama,221,283,-56,29,-34,283,4788653,4.615076515253872
2020-05-11,USA_Alabama,275,221,-62,-134,-56,-174,4788653,5.742742270112284
2020-05-12,USA_Alabama,300,275,54,-64,51,157,4788653,6.264809749213401
2020-05-13,USA_Alabama,236,300,25,17,-25,89,4788653,4.928317002714542
2020-05-14,USA_Alabama,401,236,-64,15,-18,74,4788653,8.373962364781914
2020-05-15,USA_Alabama,272,401,165,126,46,225,4788653,5.68009417262015
2020-05-16,USA_Alabama,301,272,-129,-28,-67,66,4788653,6.2856924483774455
2020-05-17,USA_Alabama,97,301,29,65,18,-16,4788653,2.025621818912333
2020-05-18,USA_Alabama,315,97,-204,-304,-124,-180,4788653,6.578050236674071
2020-05-19,USA_Alabama,290,315,218,43,40,91,4788653,6.055982757572955
2020-05-20,USA_Alabama,676,290,-25,-11,-10,-35,4788653,14.116704634894198
2020-05-21,USA_Alabama,236,676,386,579,440,422,4788653,4.928317002714542
2020-05-22,USA_Alabama,382,236,-440,-79,-165,-119,4788653,7.977191080665063
2020-05-23,USA_Alabama,447,382,146,92,110,43,4788653,9.334566526327968
2020-05-24,USA_Alabama,361,447,65,-229,146,164,4788653,7.5386543982201255
2020-05-25,USA_Alabama,508,361,-86,125,264,140,4788653,10.608411175334693
2020-05-26,USA_Alabama,664,508,147,126,193,233,4788653,13.866112244925661
2020-05-27,USA_Alabama,382,664,156,217,374,364,4788653,7.977191080665063
2020-05-28,USA_Alabama,498,382,-282,21,-294,146,4788653,10.399584183694245
2020-05-29,USA_Alabama,501,498,116,-10,262,97,4788653,10.46223228118638
2020-05-30,USA_Alabama,328,501,3,-163,119,229,4788653,6.849525325806653
2020-05-31,USA_Alabama,593,328,-173,-54,-119,27,4788653,12.383440604278489
2020-06-01,USA_Alabama,678,593,265,95,232,496,4788653,14.158470033222287
2020-06-02,USA_Alabama,136,678,85,177,170,363,4788653,2.840047086310075
2020-06-03,USA_Alabama,85,136,-542,-192,-528,-154,4788653,1.7750294289437971
2020-06-04,USA_Alabama,221,85,-51,-508,-297,-591,4788653,4.615076515253872
2020-06-05,USA_Alabama,315,221,136,-457,-277,-15,4788653,6.578050236674071
2020-06-06,USA_Alabama,656,315,94,179,-186,-67,4788653,13.699050651613305
2020-06-07,USA_Alabama,457,656,341,571,328,209,4788653,9.543393517968415
2020-06-08,USA_Alabama,425,457,-199,236,-136,96,4788653,8.875147144718984
2020-06-09,USA_Alabama,497,425,-32,110,-253,-83,4788653,10.3787014845302
2020-06-10,USA_Alabama,567,497,72,-159,361,-167,4788653,11.840490426013329
2020-06-11,USA_Alabama,856,567,70,110,482,185,4788653,17.875590484422236
2020-06-12,USA_Alabama,865,856,289,431,635,358,4788653,18.06353477689864
2020-06-13,USA_Alabama,891,865,9,368,550,364,4788653,18.6064849551638
2020-06-14,USA_Alabama,1014,891,26,324,235,563,4788653,21.175056952341297
2020-06-15,USA_Alabama,657,1014,123,158,557,421,4788653,13.71993335077735
2020-06-16,USA_Alabama,640,657,-357,-208,232,-21,4788653,13.364927464988588
2020-06-17,USA_Alabama,400,640,-17,-251,143,504,4788653,8.353079665617868
2020-06-18,USA_Alabama,894,400,-240,-614,-167,315,4788653,18.669133052655937
2020-06-19,USA_Alabama,796,894,494,237,38,673,4788653,16.622628534579558
2020-06-20,USA_Alabama,547,796,-98,156,-69,481,4788653,11.422836442732434
2020-06-21,USA_Alabama,472,547,-249,147,-344,-109,4788653,9.856634005429084
2020-06-22,USA_Alabama,433,472,-75,-422,-542,15,4788653,9.042208738031341
2020-06-23,USA_Alabama,643,433,-39,-363,-224,8,4788653,13.42757556248072
2020-06-24,USA_Alabama,967,643,210,96,3,146,4788653,20.193570091631194
2020-06-25,USA_Alabama,1142,967,324,495,567,400,4788653,23.848042445339015
2020-06-26,USA_Alabama,977,1142,175,709,248,286,4788653,20.40239708327164
2020-06-27,USA_Alabama,900,977,-165,334,181,112,4788653,18.794429247640203
2020-06-28,USA_Alabama,358,900,-77,-67,353,9,4788653,7.476006300727992
2020-06-29,USA_Alabama,1734,358,-542,-784,-114,-656,4788653,36.210600350453454
2020-06-30,USA_Alabama,870,1734,1376,757,1301,1077,4788653,18.167948272718863
2020-07-01,USA_Alabama,917,870,-864,-30,227,230,4788653,19.149435133428963
2020-07-02,USA_Alabama,1149,917,47,559,-50,517,4788653,23.994221339487325
2020-07-03,USA_Alabama,1754,1149,232,-585,7,255,4788653,36.62825433373435
2020-07-04,USA_Alabama,997,1754,605,884,777,958,4788653,20.820051066552534
2020-07-05,USA_Alabama,1091,997,-757,80,97,450,4788653,22.783024787972735
2020-07-06,USA_Alabama,925,1091,94,-58,733,619,4788653,19.31649672674132
2020-07-07,USA_Alabama,907,925,-166,-829,-809,492,4788653,18.940608141788516
2020-07-08,USA_Alabama,1177,907,-18,-90,37,264,4788653,24.578936916080576
2020-07-09,USA_Alabama,2212,1177,270,86,260,210,4788653,46.192530550866806
2020-07-10,USA_Alabama,1334,2212,1035,1287,1063,1070,4788653,27.857520684835592
2020-07-11,USA_Alabama,1439,1334,-878,427,-420,357,4788653,30.05020409706028
2020-07-12,USA_Alabama,1640,1439,105,262,442,539,4788653,34.247626629033256
2020-07-13,USA_Alabama,1958,1640,201,-572,549,1282,4788653,40.88832496319946
2020-07-14,USA_Alabama,1710,1958,318,624,1033,224,4788653,35.709415570516384
2020-07-15,USA_Alabama,1812,1710,-248,271,803,840,4788653,37.839450885248944
2020-07-16,USA_Alabama,2021,1812,102,172,635,895,4788653,42.20393501053427
2020-07-17,USA_Alabama,2003,2021,209,63,-191,872,4788653,41.82804642558147
2020-07-18,USA_Alabama,2143,2003,-18,293,669,249,4788653,44.751624308547726
2020-07-19,USA_Alabama,1777,2143,140,331,704,1146,4788653,37.108556414507376
2020-07-20,USA_Alabama,1880,1777,-366,-244,137,686,4788653,39.259474428403976
2020-07-21,USA_Alabama,1467,1880,103,-123,-78,955,4788653,30.63491967365353
2020-07-22,USA_Alabama,1455,1467,-413,-676,-243,560,4788653,30.384327283684993
2020-07-23,USA_Alabama,2399,1455,-12,-322,-357,278,4788653,50.09759529454316
2020-07-24,USA_Alabama,1793,2399,944,519,378,187,4788653,37.4426796011321
2020-07-25,USA_Alabama,2125,1793,-606,326,-210,459,4788653,44.37573572359492
2020-07-26,USA_Alabama,1164,2125,332,670,-18,686,4788653,24.307461826947996
2020-07-27,USA_Alabama,1821,1164,-961,-1235,-613,-476,4788653,38.027395177725346
2020-07-28,USA_Alabama,1251,1821,657,28,-59,-137,4788653,26.12425665421988
2020-07-29,USA_Alabama,1416,1251,-570,-874,-216,-459,4788653,29.56990201628725
2020-07-30,USA_Alabama,1980,1416,165,252,-39,-396,4788653,41.34774434480845
2020-07-31,USA_Alabama,1961,1980,564,159,-419,-41,4788653,40.950973060691595
2020-08-01,USA_Alabama,1626,1961,-19,710,168,-42,4788653,33.955268840736636
2020-08-02,USA_Alabama,2095,1626,-335,210,-499,-517,4788653,43.749254748673586
2020-08-03,USA_Alabama,1217,2095,469,115,931,318,4788653,25.41424488264236
2020-08-04,USA_Alabama,1041,1217,-878,-744,-604,-663,4788653,21.738889829770503
2020-08-05,USA_Alabama,952,1041,-176,-585,-210,-426,4788653,19.880329604170527
2020-08-06,USA_Alabama,1938,952,-89,-1143,-464,-503,4788653,40.470670979918566
2020-08-07,USA_Alabama,1709,1938,986,721,-42,-461,4788653,35.688532871352336
2020-08-08,USA_Alabama,1872,1709,-229,668,-252,-84,4788653,39.09241283509162
2020-08-09,USA_Alabama,1161,1872,163,920,246,-253,4788653,24.244813729455863
2020-08-10,USA_Alabama,1686,1161,-711,-777,-934,-3,4788653,35.208230790579314
2020-08-11,USA_Alabama,831,1686,525,-23,469,-135,4788653,17.353523005321122
2020-08-12,USA_Alabama,935,831,-855,-1041,-210,-420,4788653,19.525323718381767
2020-08-13,USA_Alabama,771,935,104,-226,-17,-481,4788653,16.10056105547844
2020-08-14,USA_Alabama,752,771,-164,-915,-1167,-1209,4788653,15.70378977136159
2020-08-15,USA_Alabama,1271,752,-19,-79,-957,-1209,4788653,26.541910637500774
2020-08-16,USA_Alabama,853,1271,519,336,-601,-355,4788653,17.812942386930104
2020-08-17,USA_Alabama,571,853,-418,82,-308,-1242,4788653,11.924021222669507
2020-08-18,USA_Alabama,1357,571,-282,-181,-1115,-646,4788653,28.337822765608617
2020-08-19,USA_Alabama,1117,1357,786,86,526,316,4788653,23.325974966237894
2020-08-20,USA_Alabama,971,1117,-240,264,182,165,4788653,20.277100888287375
2020-08-21,USA_Alabama,1183,971,-146,400,200,-967,4788653,24.704233111064845
2020-08-22,USA_Alabama,900,1183,212,-174,431,-526,4788653,18.794429247640203
2020-01-22,USA_Alaska,0,0,0,0,0,0,726868,0.0
2020-01-23,USA_Alaska,0,0,0,0,0,0,726868,0.0
2020-01-24,USA_Alaska,0,0,0,0,0,0,726868,0.0
2020-01-25,USA_Alaska,0,0,0,0,0,0,726868,0.0
2020-01-26,USA_Alaska,0,0,0,0,0,0,726868,0.0
2020-01-27,USA_Alaska,0,0,0,0,0,0,726868,0.0
2020-01-28,USA_Alaska,0,0,0,0,0,0,726868,0.0
2020-01-29,USA_Alaska,0,0,0,0,0,0,726868,0.0
2020-01-30,USA_Alaska,0,0,0,0,0,0,726868,0.0
2020-01-31,USA_Alaska,0,0,0,0,0,0,726868,0.0
2020-02-01,USA_Alaska,0,0,0,0,0,0,726868,0.0
2020-02-02,USA_Alaska,0,0,0,0,0,0,726868,0.0
2020-02-03,USA_Alaska,0,0,0,0,0,0,726868,0.0
2020-02-04,USA_Alaska,0,0,0,0,0,0,726868,0.0
2020-02-05,USA_Alaska,0,0,0,0,0,0,726868,0.0
2020-02-06,USA_Alaska,0,0,0,0,0,0,726868,0.0
2020-02-07,USA_Alaska,0,0,0,0,0,0,726868,0.0
2020-02-08,USA_Alaska,0,0,0,0,0,0,726868,0.0
2020-02-09,USA_Alaska,0,0,0,0,0,0,726868,0.0
2020-02-10,USA_Alaska,0,0,0,0,0,0,726868,0.0
2020-02-11,USA_Alaska,0,0,0,0,0,0,726868,0.0
2020-02-12,USA_Alaska,0,0,0,0,0,0,726868,0.0
2020-02-13,USA_Alaska,0,0,0,0,0,0,726868,0.0
2020-02-14,USA_Alaska,0,0,0,0,0,0,726868,0.0
2020-02-15,USA_Alaska,0,0,0,0,0,0,726868,0.0
2020-02-16,USA_Alaska,0,0,0,0,0,0,726868,0.0
2020-02-17,USA_Alaska,0,0,0,0,0,0,726868,0.0
2020-02-18,USA_Alaska,0,0,0,0,0,0,726868,0.0
2020-02-19,USA_Alaska,0,0,0,0,0,0,726868,0.0
2020-02-20,USA_Alaska,0,0,0,0,0,0,726868,0.0
2020-02-21,USA_Alaska,0,0,0,0,0,0,726868,0.0
2020-02-22,USA_Alaska,0,0,0,0,0,0,726868,0.0
2020-02-23,USA_Alaska,0,0,0,0,0,0,726868,0.0
2020-02-24,USA_Alaska,0,0,0,0,0,0,726868,0.0
2020-02-25,USA_Alaska,0,0,0,0,0,0,726868,0.0
2020-02-26,USA_Alaska,0,0,0,0,0,0,726868,0.0
2020-02-27,USA_Alaska,0,0,0,0,0,0,726868,0.0
2020-02-28,USA_Alaska,0,0,0,0,0,0,726868,0.0
2020-02-29,USA_Alaska,0,0,0,0,0,0,726868,0.0
2020-03-01,USA_Alaska,0,0,0,0,0,0,726868,0.0
2020-03-02,USA_Alaska,0,0,0,0,0,0,726868,0.0
2020-03-03,USA_Alaska,0,0,0,0,0,0,726868,0.0
2020-03-04,USA_Alaska,0,0,0,0,0,0,726868,0.0
2020-03-05,USA_Alaska,0,0,0,0,0,0,726868,0.0
2020-03-06,USA_Alaska,0,0,0,0,0,0,726868,0.0
2020-03-07,USA_Alaska,0,0,0,0,0,0,726868,0.0
2020-03-08,USA_Alaska,0,0,0,0,0,0,726868,0.0
2020-03-09,USA_Alaska,0,0,0,0,0,0,726868,0.0
2020-03-10,USA_Alaska,0,0,0,0,0,0,726868,0.0
2020-03-11,USA_Alaska,0,0,0,0,0,0,726868,0.0
2020-03-12,USA_Alaska,0,0,0,0,0,0,726868,0.0
2020-03-13,USA_Alaska,1,0,0,0,0,0,726868,0.13757656135639482
2020-03-14,USA_Alaska,0,1,1,1,1,1,726868,0.0
2020-03-15,USA_Alaska,0,0,-1,0,0,0,726868,0.0
2020-03-16,USA_Alaska,0,0,0,0,0,0,726868,0.0
2020-03-17,USA_Alaska,2,0,0,-1,0,0,726868,0.27515312271278963
2020-03-18,USA_Alaska,2,2,2,2,2,2,726868,0.27515312271278963
2020-03-19,USA_Alaska,3,2,0,2,2,2,726868,0.41272968406918453
2020-03-20,USA_Alaska,3,3,1,3,3,3,726868,0.41272968406918453
2020-03-21,USA_Alaska,2,3,0,1,2,3,726868,0.27515312271278963
2020-03-22,USA_Alaska,5,2,-1,0,2,2,726868,0.6878828067819742
2020-03-23,USA_Alaska,12,5,3,2,5,5,726868,1.6509187362767381
2020-03-24,USA_Alaska,4,12,7,9,12,12,726868,0.5503062454255793
2020-03-25,USA_Alaska,7,4,-8,2,2,4,726868,0.9630359294947638
2020-03-26,USA_Alaska,15,7,3,2,5,7,726868,2.0636484203459227
2020-03-27,USA_Alaska,2,15,8,3,12,15,726868,0.27515312271278963
2020-03-28,USA_Alaska,27,2,-13,-2,-1,1,726868,3.7145671566226603
2020-03-29,USA_Alaska,17,27,25,20,25,27,726868,2.3388015430587124
2020-03-30,USA_Alaska,12,17,-10,2,12,17,726868,1.6509187362767381
2020-03-31,USA_Alaska,5,12,-5,10,0,12,726868,0.6878828067819742
2020-04-01,USA_Alaska,13,5,-7,-22,1,3,726868,1.7884952976331328
2020-04-02,USA_Alaska,11,13,8,-4,6,11,726868,1.513342174920343
2020-04-03,USA_Alaska,14,11,-2,-1,-4,8,726868,1.9260718589895276
2020-04-04,USA_Alaska,14,14,3,9,12,11,726868,1.9260718589895276
2020-04-05,USA_Alaska,14,14,0,1,-13,12,726868,1.9260718589895276
2020-04-06,USA_Alaska,5,14,0,3,-3,9,726868,0.6878828067819742
2020-04-07,USA_Alaska,23,5,-9,-9,-7,-7,726868,3.164260911197081
2020-04-08,USA_Alaska,13,23,18,9,18,19,726868,1.7884952976331328
2020-04-09,USA_Alaska,9,13,-10,-1,0,6,726868,1.2381890522075536
2020-04-10,USA_Alaska,11,9,-4,4,-2,-6,726868,1.513342174920343
2020-04-11,USA_Alaska,11,11,2,-12,-3,9,726868,1.513342174920343
2020-04-12,USA_Alaska,15,11,0,-2,-3,-16,726868,2.0636484203459227
2020-04-13,USA_Alaska,5,15,4,6,1,-2,726868,0.6878828067819742
2020-04-14,USA_Alaska,8,5,-10,-6,0,-7,726868,1.1006124908511585
2020-04-15,USA_Alaska,8,8,3,-3,-15,3,726868,1.1006124908511585
2020-04-16,USA_Alaska,7,8,0,-7,-5,-5,726868,0.9630359294947638
2020-04-17,USA_Alaska,9,7,-1,2,-2,-4,726868,1.2381890522075536
2020-04-18,USA_Alaska,5,9,2,1,-2,-5,726868,0.6878828067819742
2020-04-19,USA_Alaska,5,5,-4,-3,-6,-9,726868,0.6878828067819742
2020-04-20,USA_Alaska,2,5,0,-2,-10,-9,726868,0.27515312271278963
2020-04-21,USA_Alaska,8,2,-3,-7,-3,-3,726868,1.1006124908511585
2020-04-22,USA_Alaska,6,8,6,3,0,-15,726868,0.8254593681383691
2020-04-23,USA_Alaska,2,6,-2,1,-2,-7,726868,0.27515312271278963
2020-04-24,USA_Alaska,2,2,-4,0,-5,-7,726868,0.27515312271278963
2020-04-25,USA_Alaska,0,2,0,-6,-7,-9,726868,0.0
2020-04-26,USA_Alaska,1,0,-2,-6,-5,-11,726868,0.13757656135639482
2020-04-27,USA_Alaska,5,1,1,-1,-4,-14,726868,0.6878828067819742
2020-04-28,USA_Alaska,6,5,4,3,3,0,726868,0.8254593681383691
2020-04-29,USA_Alaska,4,6,1,6,-2,-2,726868,0.5503062454255793
2020-04-30,USA_Alaska,0,4,-2,3,-2,-4,726868,0.0
2020-05-01,USA_Alaska,9,0,-4,-5,-2,-7,726868,1.2381890522075536
2020-05-02,USA_Alaska,1,9,9,3,7,0,726868,0.13757656135639482
2020-05-03,USA_Alaska,3,1,-8,-3,1,-4,726868,0.41272968406918453
2020-05-04,USA_Alaska,2,3,2,3,2,-2,726868,0.27515312271278963
2020-05-05,USA_Alaska,1,2,-1,-7,-3,0,726868,0.13757656135639482
2020-05-06,USA_Alaska,1,1,-1,0,-5,-7,726868,0.13757656135639482
2020-05-07,USA_Alaska,2,1,0,-2,-3,-5,726868,0.27515312271278963
2020-05-08,USA_Alaska,3,2,1,0,2,0,726868,0.41272968406918453
2020-05-09,USA_Alaska,1,3,1,2,-6,1,726868,0.13757656135639482
2020-05-10,USA_Alaska,1,1,-2,0,0,1,726868,0.13757656135639482
2020-05-11,USA_Alaska,0,1,0,-1,-2,0,726868,0.0
2020-05-12,USA_Alaska,4,0,-1,-3,-2,-5,726868,0.5503062454255793
2020-05-13,USA_Alaska,0,4,4,3,3,-2,726868,0.0
2020-05-14,USA_Alaska,0,0,-4,-1,-1,-4,726868,0.0
2020-05-15,USA_Alaska,5,0,0,0,-2,0,726868,0.6878828067819742
2020-05-16,USA_Alaska,0,5,5,1,2,-4,726868,0.0
2020-05-17,USA_Alaska,0,0,-5,0,-1,-1,726868,0.0
2020-05-18,USA_Alaska,0,0,0,0,-1,-3,726868,0.0
2020-05-19,USA_Alaska,12,0,0,-5,0,-2,726868,1.6509187362767381
2020-05-20,USA_Alaska,1,12,12,12,8,11,726868,0.13757656135639482
2020-05-21,USA_Alaska,0,1,-11,1,1,0,726868,0.0
2020-05-22,USA_Alaska,2,0,-1,0,0,-2,726868,0.27515312271278963
2020-05-23,USA_Alaska,4,2,2,-10,-3,-1,726868,0.5503062454255793
2020-05-24,USA_Alaska,0,4,2,3,4,3,726868,0.0
2020-05-25,USA_Alaska,1,0,-4,0,0,-1,726868,0.13757656135639482
2020-05-26,USA_Alaska,2,1,1,-1,1,1,726868,0.27515312271278963
2020-05-27,USA_Alaska,1,2,1,-2,-10,-2,726868,0.13757656135639482
2020-05-28,USA_Alaska,13,1,-1,1,0,1,726868,1.7884952976331328
2020-05-29,USA_Alaska,5,13,12,12,13,13,726868,0.6878828067819742
2020-05-30,USA_Alaska,4,5,-8,3,3,0,726868,0.5503062454255793
2020-05-31,USA_Alaska,26,4,-1,3,0,4,726868,3.5769905952662655
2020-06-01,USA_Alaska,7,26,22,13,26,26,726868,0.9630359294947638
2020-06-02,USA_Alaska,20,7,-19,2,6,7,726868,2.751531227127897
2020-06-03,USA_Alaska,18,20,13,16,18,8,726868,2.476378104415107
2020-06-04,USA_Alaska,8,18,-2,-8,17,17,726868,1.1006124908511585
2020-06-05,USA_Alaska,11,8,-10,1,-5,8,726868,1.513342174920343
2020-06-06,USA_Alaska,12,11,3,-9,6,9,726868,1.6509187362767381
2020-06-07,USA_Alaska,8,12,1,-6,8,8,726868,1.1006124908511585
2020-06-08,USA_Alaska,19,8,-4,0,-18,8,726868,2.6139546657715016
2020-06-09,USA_Alaska,10,19,11,8,12,18,726868,1.3757656135639484
2020-06-10,USA_Alaska,20,10,-9,-2,-10,8,726868,2.751531227127897
2020-06-11,USA_Alaska,17,20,10,12,2,19,726868,2.3388015430587124
2020-06-12,USA_Alaska,15,17,-3,-2,9,4,726868,2.0636484203459227
